RefDes 	Name     	Pattern           	Center X (mm) 	Center Y (mm) 	Side   	Rotation 	Value          	Description 	Manufacturer c-r 
C5     	CAA1004  	CAP_0603_S4C      	74.163        	132.084       	Bottom 	270.0    	1uF 10% 25V    	            	                 
C6     	CAA1003  	CAP_0603_S4C      	51.892        	153.222       	Top    	0.0      	100nF 10% 50V  	            	                 
C7     	CAA1003  	CAP_0603_S4C      	62.412        	154.239       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C8     	CAA1003  	CAP_0603_S4C      	62.335        	156.048       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C9     	CAA1004  	CAP_0603_S4C      	62.345        	151.766       	Bottom 	180.0    	1uF 10% 25V    	            	                 
D1     	DIO0001  	SOD-123FL_S4C     	68.04         	131.825       	Bottom 	180.0    	SKL16          	            	                 
D2     	DIO0001  	SOD-123FL_S4C     	76.351        	144.296       	Bottom 	90.0     	SKL16          	            	                 
D3     	LED0001  	DIO_0603_S4C      	68.307        	157.569       	Top    	180.0    	RUB190TS       	            	                 
F1     	FSA7500  	RES_0603_S4C      	58.424        	131.325       	Top    	0.0      	               	Fuse        	                 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	76.236        	155.051       	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	43.221        	133.068       	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	75.76         	131.72        	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	68.993        	158.562       	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	41.937        	154.927       	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	42.166        	132.06        	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	56.534        	158.435       	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	51.711        	135.288       	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	51.72         	138.822       	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	66.219        	149.889       	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	56.498        	158.081       	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	74.921        	154.173       	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	75.64         	138.531       	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	60.153        	159.087       	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	42.576        	159.039       	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	42.694        	156.376       	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	53.832        	158.307       	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	51.297        	158.362       	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	72.047        	157.852       	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	51.892        	151.665       	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	66.462        	159.143       	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	52.293        	132.603       	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	54.515        	135.099       	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	50.295        	155.887       	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	51.74         	141.496       	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	57.434        	139.58        	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	59.561        	156.472       	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	72.084        	138.623       	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	46.631        	156.882       	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	62.44         	154.203       	Top    	0.0      	STM32F042FxPx  	            	                 
C1     	CAA1003  	CAP_0603_S4C      	112.574       	132.07        	Bottom 	270.0    	100nF 10% 50V  	            	                 
C2     	CAA1003  	CAP_0603_S4C      	87.48         	154.316       	Top    	0.0      	100nF 10% 50V  	            	                 
C3     	CAA1003  	CAP_0603_S4C      	111.924       	146.403       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C4     	CAB1005  	CAP_0805_S4C      	112.142       	144.18        	Bottom 	180.0    	10uF 10% 25V   	            	                 
C5     	CAA1004  	CAP_0603_S4C      	114.263       	132.084       	Bottom 	270.0    	1uF 10% 25V    	            	                 
C6     	CAA1003  	CAP_0603_S4C      	91.992        	153.222       	Top    	0.0      	100nF 10% 50V  	            	                 
C7     	CAA1003  	CAP_0603_S4C      	102.512       	154.239       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C8     	CAA1003  	CAP_0603_S4C      	102.435       	156.048       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C9     	CAA1004  	CAP_0603_S4C      	102.445       	151.766       	Bottom 	180.0    	1uF 10% 25V    	            	                 
D1     	DIO0001  	SOD-123FL_S4C     	108.14        	131.825       	Bottom 	180.0    	SKL16          	            	                 
D2     	DIO0001  	SOD-123FL_S4C     	116.451       	144.296       	Bottom 	90.0     	SKL16          	            	                 
D3     	LED0001  	DIO_0603_S4C      	108.407       	157.569       	Top    	180.0    	RUB190TS       	            	                 
F1     	FSA7500  	RES_0603_S4C      	98.524        	131.325       	Top    	0.0      	               	Fuse        	                 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	116.336       	155.051       	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	83.321        	133.068       	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	115.86        	131.72        	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	109.093       	158.562       	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	82.037        	154.927       	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	82.266        	132.06        	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	96.634        	158.435       	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	91.811        	135.288       	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	91.82         	138.822       	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	106.319       	149.889       	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	96.598        	158.081       	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	115.021       	154.173       	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	115.74        	138.531       	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	100.253       	159.087       	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	82.676        	159.039       	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	82.794        	156.376       	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	93.932        	158.307       	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	91.397        	158.362       	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	112.147       	157.852       	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	91.992        	151.665       	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	106.562       	159.143       	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	92.393        	132.603       	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	94.615        	135.099       	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	90.395        	155.887       	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	91.84         	141.496       	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	97.534        	139.58        	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	99.661        	156.472       	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	112.184       	138.623       	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	86.731        	156.882       	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	102.54        	154.203       	Top    	0.0      	STM32F042FxPx  	            	                 
C1     	CAA1003  	CAP_0603_S4C      	152.674       	132.07        	Bottom 	270.0    	100nF 10% 50V  	            	                 
C2     	CAA1003  	CAP_0603_S4C      	127.58        	154.316       	Top    	0.0      	100nF 10% 50V  	            	                 
C3     	CAA1003  	CAP_0603_S4C      	152.024       	146.403       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C4     	CAB1005  	CAP_0805_S4C      	152.242       	144.18        	Bottom 	180.0    	10uF 10% 25V   	            	                 
C5     	CAA1004  	CAP_0603_S4C      	154.363       	132.084       	Bottom 	270.0    	1uF 10% 25V    	            	                 
C6     	CAA1003  	CAP_0603_S4C      	132.092       	153.222       	Top    	0.0      	100nF 10% 50V  	            	                 
C7     	CAA1003  	CAP_0603_S4C      	142.612       	154.239       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C8     	CAA1003  	CAP_0603_S4C      	142.535       	156.048       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C9     	CAA1004  	CAP_0603_S4C      	142.545       	151.766       	Bottom 	180.0    	1uF 10% 25V    	            	                 
D1     	DIO0001  	SOD-123FL_S4C     	148.24        	131.825       	Bottom 	180.0    	SKL16          	            	                 
D2     	DIO0001  	SOD-123FL_S4C     	156.551       	144.296       	Bottom 	90.0     	SKL16          	            	                 
D3     	LED0001  	DIO_0603_S4C      	148.507       	157.569       	Top    	180.0    	RUB190TS       	            	                 
F1     	FSA7500  	RES_0603_S4C      	138.624       	131.325       	Top    	0.0      	               	Fuse        	                 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	156.436       	155.051       	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	123.421       	133.068       	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	155.96        	131.72        	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	149.193       	158.562       	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	122.137       	154.927       	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	122.366       	132.06        	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	136.734       	158.435       	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	131.911       	135.288       	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	131.92        	138.822       	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	146.419       	149.889       	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	136.698       	158.081       	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	155.121       	154.173       	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	155.84        	138.531       	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	140.353       	159.087       	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	122.776       	159.039       	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	122.894       	156.376       	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	134.032       	158.307       	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	131.497       	158.362       	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	152.247       	157.852       	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	132.092       	151.665       	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	146.662       	159.143       	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	132.493       	132.603       	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	134.715       	135.099       	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	130.495       	155.887       	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	131.94        	141.496       	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	137.634       	139.58        	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	139.761       	156.472       	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	152.284       	138.623       	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	126.831       	156.882       	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	142.64        	154.203       	Top    	0.0      	STM32F042FxPx  	            	                 
